Date,Price,Open,High,Low,Vol.,Change %
13/07/2017,0.62,0.6,0.62,0.6,2.00M,3.33%
12/7/2017,0.6,0.62,0.61,0.6,1.54M,0.00%
11/7/2017,0.6,0.61,0.61,0.6,736.54K,0.00%
10/7/2017,0.6,0.6,0.62,0.6,1.45M,1.69%
7/7/2017,0.59,0.59,0.59,0.59,404.07K,3.51%
6/7/2017,0.57,0.59,0.59,0.57,509.90K,-3.39%
5/7/2017,0.59,0.6,0.6,0.59,1.05M,-4.84%
4/7/2017,0.62,0.62,0.65,0.61,1.65M,0.00%
3/7/2017,0.62,0.6,0.62,0.59,1.54M,3.33%
30/06/2017,0.6,0.58,0.6,0.58,511.70K,0.00%
29/06/2017,0.6,0.6,0.6,0.6,1.54M,3.45%
28/06/2017,0.58,0.59,0.6,0.58,1.32M,0.00%
23/06/2017,0.58,0.56,0.58,0.54,4.59M,0.00%
22/06/2017,0.58,0.58,0.58,0.58,894.77K,-4.92%
21/06/2017,0.61,0.64,0.64,0.61,5.09M,-4.69%
20/06/2017,0.64,0.67,0.67,0.64,5.96M,0.00%
19/06/2017,0.64,0.61,0.64,0.61,5.70M,8.47%
16/06/2017,0.59,0.57,0.59,0.57,2.42M,5.36%
15/06/2017,0.56,0.55,0.56,0.55,2.28M,3.70%
14/06/2017,0.54,0.53,0.54,0.53,456.50K,1.89%
13/06/2017,0.53,0.55,0.55,0.53,2.99M,0.00%
12/6/2017,0.53,0.55,0.53,0.53,463.64K,-5.36%
9/6/2017,0.56,0.57,0.56,0.55,1.25M,1.82%
8/6/2017,0.55,0.53,0.55,0.53,2.05M,3.77%
7/6/2017,0.53,0.54,0.55,0.53,858.21K,-3.64%
6/6/2017,0.55,0.54,0.55,0.54,5.51M,3.77%
5/6/2017,0.53,0.55,0.57,0.53,1.71M,-1.85%
2/6/2017,0.54,0.55,0.54,0.53,1.54M,0.00%
1/6/2017,0.54,0.54,0.54,0.53,1.83M,3.85%
31/05/2017,0.52,0.53,0.53,0.51,1.92M,1.96%
30/05/2017,0.51,0.51,0.52,0.51,2.38M,0.00%
26/05/2017,0.51,0.52,0.52,0.51,1.67M,-1.92%
25/05/2017,0.52,0.52,0.52,0.51,1.15M,0.00%
24/05/2017,0.52,0.54,0.52,0.52,1.49M,-1.89%
23/05/2017,0.53,0.53,0.53,0.52,622.64K,0.00%
22/05/2017,0.53,0.52,0.53,0.51,1.65M,1.92%
19/05/2017,0.52,0.52,0.53,0.51,1.07M,1.96%
18/05/2017,0.51,0.51,0.52,0.5,11.71M,-1.92%
17/05/2017,0.52,0.52,0.53,0.52,2.35M,0.00%
16/05/2017,0.52,0.52,0.52,0.52,1.80M,-1.89%
15/05/2017,0.53,0.52,0.53,0.52,4.53M,-1.85%
12/5/2017,0.54,0.56,0.56,0.54,863.15K,-3.57%
11/5/2017,0.56,0.58,0.56,0.56,988.53K,0.00%
10/5/2017,0.56,0.55,0.58,0.55,2.09M,-1.75%
9/5/2017,0.57,0.58,0.57,0.56,2.45M,0.00%
8/5/2017,0.57,0.55,0.57,0.55,2.60M,3.64%
5/5/2017,0.55,0.57,0.59,0.55,4.42M,0.00%
4/5/2017,0.55,0.54,0.55,0.53,2.00M,3.77%
3/5/2017,0.53,0.5,0.53,0.5,1.44M,3.92%
2/5/2017,0.51,0.51,0.51,0.51,737.69K,-3.77%
28/04/2017,0.53,0.53,0.53,0.51,687.62K,0.00%
27/04/2017,0.53,0.53,0.53,0.53,612.68K,1.92%
26/04/2017,0.52,0.52,0.54,0.52,1.95M,0.00%
25/04/2017,0.52,0.52,0.52,0.51,1.16M,-1.89%
24/04/2017,0.53,0.53,0.53,0.53,1.71M,-3.64%
21/04/2017,0.55,0.55,0.55,0.55,344.72K,3.77%
20/04/2017,0.53,0.53,0.53,0.53,542.77K,0.00%
19/04/2017,0.53,0.53,0.53,0.53,191.86K,0.00%
18/04/2017,0.53,0.53,0.55,0.53,1.28M,0.00%
13/04/2017,0.53,0.53,0.53,0.53,255.68K,-3.64%
12/4/2017,0.55,0.54,0.55,0.55,381.88K,3.77%
11/4/2017,0.53,0.53,0.53,0.53,1.01M,3.92%
10/4/2017,0.51,0.54,0.54,0.51,1.77M,-3.77%
7/4/2017,0.53,0.53,0.53,0.53,220.33K,-1.85%
6/4/2017,0.54,0.56,0.55,0.54,889.41K,-1.82%
5/4/2017,0.55,0.57,0.57,0.55,1.12M,-1.79%
4/4/2017,0.56,0.54,0.56,0.54,2.51M,3.70%
3/4/2017,0.54,0.54,0.55,0.54,1.74M,1.89%
31/03/2017,0.53,0.54,0.54,0.52,5.24M,-1.85%
30/03/2017,0.54,0.54,0.54,0.54,651.52K,-3.57%
29/03/2017,0.56,0.56,0.56,0.56,497.56K,-3.45%
