Date,Price,Open,High,Low,Vol.,Change %
11/12/2020,44,44,44,44,825.16K,0.00%
10/12/2020,44,44,44,44,1.21M,0.00%
9/12/2020,44,44,44,44,305.34K,0.00%
8/12/2020,44,44,44,44,311.36K,0.00%
7/12/2020,44,44.8,44,44,15.24M,-1.79%
4/12/2020,44.8,44.8,44.8,44.8,94.88K,0.00%
3/12/2020,44.8,44.8,44.8,44.8,284.55K,0.00%
2/12/2020,44.8,48.2,44.8,44.8,7.87M,-7.05%
1/12/2020,48.2,48.2,48.2,48.2,678.06K,0.00%
30/11/2020,48.2,48.2,48.2,48.2,704.58K,0.00%
27/11/2020,48.2,48.2,48.2,48.2,235.21K,0.00%
